,GEOID,perc_black,perc_hispanic,perc_asian,m_age,perc_male,perc_female
1939,14000US36081096400,0.5760097919216646,0.23133414932680538,0.23133414932680538,37.7,0.4851897184822521,0.5148102815177479
1940,14000US36081097202,0.5712505193186539,0.31491483174075613,0.31491483174075613,23.8,0.45741587037806397,0.542584129621936
1941,14000US36081097203,0.5472285067873304,0.36637443438914025,0.36637443438914025,25.5,0.45107466063348417,0.5489253393665159
1942,14000US36081097204,0.6337110481586402,0.1963172804532578,0.1963172804532578,46.5,0.4348441926345609,0.5651558073654391
1943,14000US36081097300,0.00046533271288971617,0.1382038157282457,0.1382038157282457,45.2,0.467194043741275,0.532805956258725
1944,14000US36081098100,0.0,0.13719512195121952,0.13719512195121952,42.0,0.4799651567944251,0.5200348432055749
1945,14000US36081098700,0.01785021342646488,0.1226232052774544,0.1226232052774544,38.8,0.47497089639115253,0.5250291036088475
1946,14000US36081099100,0.0,0.14933333333333335,0.14933333333333335,47.7,0.44219607843137254,0.5578039215686275
1947,14000US36081099200,0.5543560130554858,0.2897313582726588,0.2897313582726588,30.7,0.4687421541551594,0.5312578458448406
1948,14000US36081099701,0.005156683855612852,0.0432368107893693,0.0432368107893693,48.6,0.4704482348274494,0.5295517651725505
1949,14000US36081099703,0.004074784276126558,0.10306807286673059,0.10306807286673059,49.8,0.4513422818791946,0.5486577181208053
1950,14000US36081099704,0.007929642445213379,0.09731833910034603,0.09731833910034603,51.5,0.46265859284890426,0.5373414071510957
1951,14000US36081099705,0.0,0.062380405663987754,0.062380405663987754,44.4,0.533486414083429,0.466513585916571
1952,14000US36081099801,0.6441631504922645,0.21533052039381154,0.21533052039381154,35.0,0.4938115330520394,0.5061884669479606
1953,14000US36081099802,0.50342335488779,0.2196652719665272,0.2196652719665272,38.9,0.4389501711677444,0.5610498288322556
1954,14000US36081099900,,,,,,
1955,14000US36081100801,0.38881664499349805,0.164716081491114,0.164716081491114,29.6,0.470307758994365,0.5296922410056351
1956,14000US36081100802,0.469413813116657,0.2806732443412652,0.2806732443412652,31.2,0.4265815438189205,0.5734184561810796
1957,14000US36081101001,0.31241352045858867,0.36963826843249653,0.36963826843249653,33.9,0.4796402451077288,0.5203597548922712
1958,14000US36081101002,0.10200043965706748,0.10683666739942844,0.10683666739942844,31.7,0.4939547153220488,0.5060452846779512
1959,14000US36081101700,0.00017188037126160193,0.08645582674458577,0.08645582674458577,47.4,0.47112409762805085,0.5288759023719491
1960,14000US36081102900,0.01567991349013247,0.21762638550959718,0.21762638550959718,45.4,0.45742092457420924,0.5425790754257908
1961,14000US36081103201,0.5909847434119279,0.33994452149791954,0.33994452149791954,32.0,0.44604715672676837,0.5539528432732316
1962,14000US36081103202,0.26482603183546977,0.3306099450626849,0.3306099450626849,28.3,0.4940132413015918,0.5059867586984083
1963,14000US36081103300,0.001976284584980237,0.07979249011857707,0.07979249011857707,40.7,0.49283596837944665,0.5071640316205533
1964,14000US36081103900,0.0,0.15120174799708666,0.15120174799708666,43.5,0.5504734158776402,0.4495265841223598
1965,14000US36081104700,0.0011869436201780415,0.13961424332344213,0.13961424332344213,41.4,0.41038575667655786,0.5896142433234421
