,GEOID,perc_black,perc_hispanic,perc_asian,m_age,perc_male,perc_female,year
203,14000US36005028700,0.0729106628242075,0.5850144092219021,0.5850144092219021,36.8,0.45936599423631125,0.5406340057636888,2012
204,14000US36005028800,0.022628372497824196,0.1058891789962286,0.1058891789962286,45.4,0.4821583986074848,0.5178416013925152,2012
205,14000US36005028900,0.05607253638749702,0.5659747077069912,0.5659747077069912,39.9,0.4827010260081126,0.5172989739918874,2012
206,14000US36005029301,0.02575844304522038,0.14367487120778477,0.14367487120778477,56.8,0.4441900400686892,0.5558099599313108,2012
207,14000US36005029302,0.05941571259376234,0.1873272799052507,0.1873272799052507,48.1,0.4621002763521516,0.5378997236478484,2012
208,14000US36005029500,0.07844968480037356,0.21760448283913145,0.21760448283913145,36.6,0.4858743871118375,0.5141256128881625,2012
209,14000US36005029600,0.16444648598989434,0.23748277446026642,0.23748277446026642,31.3,0.5245751033532384,0.4754248966467616,2012
210,14000US36005029700,0.031979977753058955,0.1532258064516129,0.1532258064516129,44.9,0.4710789766407119,0.5289210233592881,2012
211,14000US36005030000,0.01732283464566929,0.4195975503062117,0.4195975503062117,38.2,0.45144356955380577,0.5485564304461942,2012
212,14000US36005030100,0.05906040268456376,0.21677852348993287,0.21677852348993287,64.0,0.4436241610738255,0.5563758389261745,2012
213,14000US36005030200,0.6739246451062013,0.2195538477959227,0.2195538477959227,46.0,0.4320631871064148,0.5679368128935852,2012
214,14000US36005030701,0.04310182571052136,0.10031996988518728,0.10031996988518728,44.5,0.4650856389986825,0.5349143610013175,2012
215,14000US36005030900,0.08604038630377524,0.08984489318115306,0.08984489318115306,57.8,0.44776119402985076,0.5522388059701493,2012
216,14000US36005031000,0.16781376518218624,0.18927125506072875,0.18927125506072875,46.5,0.4805668016194332,0.5194331983805668,2012
217,14000US36005031200,0.13432835820895522,0.28769943386515695,0.28769943386515695,42.5,0.5084920226453937,0.4915079773546063,2012
218,14000US36005031400,0.06928104575163399,0.21176470588235294,0.21176470588235294,45.2,0.4854030501089325,0.5145969498910675,2012
219,14000US36005031600,0.1903435468895079,0.3486536675951718,0.3486536675951718,38.7,0.46982358402971214,0.5301764159702879,2012
220,14000US36005031800,0.0397489539748954,0.25313807531380755,0.25313807531380755,40.2,0.4845188284518828,0.5154811715481171,2012
221,14000US36005032300,0.0820578231292517,0.23618197278911565,0.23618197278911565,43.8,0.45769557823129253,0.5423044217687075,2012
222,14000US36005032400,0.23599859105318774,0.6322648820007045,0.6322648820007045,42.5,0.42233180697428674,0.5776681930257133,2012
223,14000US36005032600,0.11858026351169669,0.3428340951868782,0.3428340951868782,41.5,0.48507663350363,0.5149233664963699,2012
